Автор,Повне ім'я,Рік народження,Рік смерті,Місце народження (населений пункт),Район,Регіон1,URL,Рідна мова,Стать,Місце народження,Регіон
Ольга Кобилянська,Кобилянська Ольга Юліанівна,1863.0,1942.0,Гурагумора,,Угорська імперія,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B1%D0%B8%D0%BB%D1%8F%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%AE%D0%BB%D1%96%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,,M,,
Юрій Шевельов,Шевельов Юрій Володимирович,1908.0,2002.0,Харків,Харківський,Харківська,https://uk.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D0%B5%D0%BB%D1%8C%D0%BE%D0%B2_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Роман Федорів,Федорів Роман Миколайович,1930.0,2001.0,Братківці,Стрийський,Львівська,https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D1%96%D0%B2_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Всеволод Нестайко,Нестайко Всеволод Зіновійович,1930.0,2014.0,Бердичів,Бердичівський,Житомирська,https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D1%81%D1%82%D0%B0%D0%B9%D0%BA%D0%BE_%D0%92%D1%81%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D0%B4_%D0%97%D1%96%D0%BD%D0%BE%D0%B2%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Агатангел Кримський,Кримський Агатангел Юхимович,1871.0,1942.0,Володимир,Міський округ Володимир,Росія,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%BC%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%B3%D0%B0%D1%82%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB_%D0%AE%D1%85%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,
Іван Нечуй-Левицький,Нечуй-Левицький Іван Семенович,1838.0,1918.0,Стеблів,Звенигородський,Черкаська,https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D1%87%D1%83%D0%B9-%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Анатолій Шиян,Шиян Анатолій Іванович,1906.0,1989.0,Борисовка,міське поселення Борисівка,Росія,https://uk.wikipedia.org/wiki/%D0%A8%D0%B8%D1%8F%D0%BD_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,
Володимир Єшкілєв,Єшкілєв Володимир Львович,1965.0,,Івано-Франківська область,,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%84%D1%88%D0%BA%D1%96%D0%BB%D1%94%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Михайло Коцюбинський,Коцюбинський Михайло Михайлович,1864.0,1913.0,Вінниця,Вінницький,Вінницька,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%86%D1%8E%D0%B1%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Дмитренко,Дмитренко Микола Андрійович,1927.0,,Харків,Харківський,Харківська,https://uk.wikipedia.org/wiki/%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Андрій Химко,Хименко Андрій Іванович,1919.0,1991.0,Адамівка,Рівненський,Рівненська,https://uk.wikipedia.org/wiki/%D0%A5%D0%B8%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Юрій Косач,Косач Юрій Миколайович,1908.0,1990.0,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D0%B0%D1%87_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Володимир Горбатько,Горбатько Володимир Кузьмич,1958.0,,Золочів,Золочівський,Львівська,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D1%8C%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B8%D1%87,UK,M,,
Леонід Смілянський,Смілянський Леонід Іванович,1904.0,1966.0,Конотоп,Конотопський,Сумська,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D1%96%D0%BB%D1%8F%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Леопольд Ященко,Ященко Леопольд Іванович,1928.0,2016.0,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%AF%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9B%D0%B5%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%B4_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Тимофій Гаврилів,Гаврилів Тимофій Іванович,1971.0,,Івано-Франківська область,,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D1%96%D0%B2_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Юрій Сорока,Сорока Юрій Михайлович,1954.0,2023.0,Романів,Житомирський,Житомирська,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,F,,
Оксана Забужко,Забужко Оксана Стефанівна,1960.0,,Луцьк,Луцький,Волинська,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D0%B1%D1%83%D0%B6%D0%BA%D0%BE_%D0%9E%D0%BA%D1%81%D0%B0%D0%BD%D0%B0_%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Лариса Денисенко,Денисенко Лариса Володимирівна,1973.0,,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D0%BD%D0%B8%D1%81%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9B%D0%B0%D1%80%D0%B8%D1%81%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Василь Бережний,Бережний Василь Павлович,1918.0,1988.0,Бахмач,Ніжинський,Чернігівська,https://uk.wikipedia.org/wiki/%D0%91%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Сергій Єфремов,Єфремов Сергій Олександрович,1876.0,1939.0,Пальчик,Звенигородський,Черкаська,https://uk.wikipedia.org/wiki/%D0%84%D1%84%D1%80%D0%B5%D0%BC%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,BE,M,,
Борис Грінченко,Грінченко Борис Дмитрович,1863.0,1910.0,Вільховий Ріг,Полтавський,Полтавська,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%96%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Марія Матіос,Матіос Марія Василівна,1959.0,,Путильський район,Путильський,Чернівецька,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%96%D0%BE%D1%81_%D0%9C%D0%B0%D1%80%D1%96%D1%8F_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Юліан Опільський,Юліан Опільський,1884.0,1937.0,Тернопіль,Тернопільський,Тернопільська,https://uk.wikipedia.org/wiki/%D0%AE%D0%BB%D1%96%D0%B0%D0%BD_%D0%9E%D0%BF%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B8%D0%B9,UK,M,,
Олександр Красюк,Красюк Олександр Іванович,1954.0,,Запоріжжя,Запорізький,Запорізька,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D1%8E%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Надія Гуменюк,Гуменюк Надія Павлівна,1950.0,,Онацьківці,Шепетівський,Хмельницька,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%BC%D0%B5%D0%BD%D1%8E%D0%BA_%D0%9D%D0%B0%D0%B4%D1%96%D1%8F_%D0%9F%D0%B0%D0%B2%D0%BB%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Лора Підгірна,Лора Підгірна,1976.0,,Кам’янець-Подільський,Кам’янець-Подільський,Хмельницька,https://uk.wikipedia.org/wiki/%D0%9B%D0%BE%D1%80%D0%B0_%D0%9F%D1%96%D0%B4%D0%B3%D1%96%D1%80%D0%BD%D0%B0,UK,F,,
Гнат Хоткевич,Хоткевич Гнат Мартинович,1877.0,1938.0,Харків,Харківський,Харківська,https://uk.wikipedia.org/wiki/%D0%A5%D0%BE%D1%82%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%93%D0%BD%D0%B0%D1%82_%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Володимир Дрозд,Дрозд Володимир Григорович,1939.0,2003.0,Петрушин,Чернігівський,Чернігівська,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D0%BE%D0%B7%D0%B4_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,
Олег Король,Король Олег Богданович,1952.0,,Лучиці,Шептицький,Львівська,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8C_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Марина Гримич,Гримич Марина Віллівна,1961.0,,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BC%D0%B8%D1%87_%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%B0_%D0%92%D1%96%D0%BB%D0%BB%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Олексій Кундзіч,Кундзіч Олексій Леонардович,1904.0,1964.0,Павлівка,Володимирський,Волинська,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BD%D0%B4%D0%B7%D1%96%D1%87_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B0%D1%80%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Андрій Содомора,Содомора Андрій Олександрович,1937.0,,Вирів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B4%D0%BE%D0%BC%D0%BE%D1%80%D0%B0_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Андрій Павлишин,Павлишин Андрій Степанович,1964.0,,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D1%88%D0%B8%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Ігор Росоховатський,Росоховатський Ігор Маркович,1929.0,2015.0,Шпола,Звенигородський,Черкаська,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D0%BE%D1%85%D0%BE%D0%B2%D0%B0%D1%82%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%86%D0%B3%D0%BE%D1%80_%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Борис Антоненко-Давидович,Антоненко-Давидович Борис Дмитрович,1899.0,1984.0,Засулля,Лубенський,Полтавська,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE-%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Андрій Бондар,Бондар Андрій Володимирович,1974.0,,Кам’янець-Подільський,Кам’янець-Подільський,Хмельницька,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Ярослава Дегтяренко,Ярослава Дегтяренко,1984.0,,Запоріжжя,Запорізький,Запорізька,https://uk.wikipedia.org/wiki/%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%B0_%D0%94%D0%B5%D0%B3%D1%82%D1%8F%D1%80%D0%B5%D0%BD%D0%BA%D0%BE,UK,F,,
Валерій Солдатенко,Солдатенко Валерій Федорович,1946.0,,Селидівка,Покровський,Донецька,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%B4%D0%B0%D1%82%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Галина Гордасевич,Гордасевич Галина Леонідівна,1935.0,2001.0,Крем'янець,Ізюмський,Харківська,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B4%D0%B0%D1%81%D0%B5%D0%B2%D0%B8%D1%87_%D0%93%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Михайло Івченко,Івченко Михайло Євдокимович,1890.0,1939.0,Никонівка,Бердичівський,Житомирська,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%84%D0%B2%D0%B4%D0%BE%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Лукаш,Лукаш Микола Олексійович,1919.0,1988.0,Кролевець,Конотопський,Сумська,https://uk.wikipedia.org/wiki/%D0%9B%D1%83%D0%BA%D0%B0%D1%88_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Євген Положій,Положій Євген Вікторович,1968.0,,Terni,Умбрія,Італія,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D1%96%D0%B9_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,IT,M,,
Олександр Корнійчук,Корнійчук Олександр Євдокимович,1905.0,1972.0,Христинівка,Уманський,Черкаська,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BD%D1%96%D0%B9%D1%87%D1%83%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%84%D0%B2%D0%B4%D0%BE%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Іван Багряний,Іван Багряний,1906.0,1963.0,Охтирка,Охтирський,Сумська,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%91%D0%B0%D0%B3%D1%80%D1%8F%D0%BD%D0%B8%D0%B9,UK,M,,
Дмитро Міщенко,Міщенко Дмитро Олексійович,1921.0,2016.0,Степанівка Перша,Мелітопольський,Запорізька,https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Михайло Старицький,Старицький Михайло Петрович,1839.0,1904.0,Кліщинці,Золотоніський,Черкаська,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Марія Пригара,Пригара Марія Аркадіївна,1908.0,1983.0,Москва,Центральний федеральний округ,Росія,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B3%D0%B0%D1%80%D0%B0_%D0%9C%D0%B0%D1%80%D1%96%D1%8F_%D0%90%D1%80%D0%BA%D0%B0%D0%B4%D1%96%D1%97%D0%B2%D0%BD%D0%B0,RU,M,,
Семен Скляренко,Скляренко Семен Дмитрович,1901.0,1962.0,Росія,,Росія,https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BB%D1%8F%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,
Соломія Павличко,Павличко Соломія Дмитрівна,1958.0,1999.0,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D1%87%D0%BA%D0%BE_%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D1%96%D1%8F_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Олександр Тесленко,Тесленко Олександр Костянтинович,1948.0,1990.0,Донецьк,Ворошиловський,Донецька,https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D1%81%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Наталя Іваничук,Іваничук Наталія Романівна,1959.0,,Щирець,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD%D0%B8%D1%87%D1%83%D0%BA_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%96%D1%8F_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Максим Рильський,Рильський Максим Тадейович,1895.0,1964.0,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%A0%D0%B8%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC_%D0%A2%D0%B0%D0%B4%D0%B5%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Юрій Логвин,Логвин Юрій Григорович,1939.0,2019.0,Кременчук,Кременчуцький,Полтавська,https://uk.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B3%D0%B2%D0%B8%D0%BD_%D0%AE%D1%80%D1%96%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Зарудний,Зарудний Микола Якович,1921.0,1991.0,Оріховець,Білоцерківський,Київська,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D1%80%D1%83%D0%B4%D0%BD%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%AF%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Марина Соколян,Соколян Марина Іванівна,1979.0,,Полтава,Полтавський,Полтавська,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB%D1%8F%D0%BD_%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Микола Трублаїні,Трублаїні Микола Петрович,1907.0,1941.0,Крижопільський район,Крижопільський,Вінницька,https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D1%83%D0%B1%D0%BB%D0%B0%D1%97%D0%BD%D1%96_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Тарас Прохасько,Прохасько Тарас Богданович,1968.0,,Івано-Франківськ,Івано-Франківський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%85%D0%B0%D1%81%D1%8C%D0%BA%D0%BE_%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Юрій Смолич,Смолич Юрій Корнійович,1900.0,1976.0,Умань,Уманський,Черкаська,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D0%BE%D0%BB%D0%B8%D1%87_%D0%AE%D1%80%D1%96%D0%B9_%D0%9A%D0%BE%D1%80%D0%BD%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Олесь Ульяненко,Олесь Ульяненко,1962.0,2010.0,Хорол,Лубенський,Полтавська,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D1%8C_%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE,UK,M,,
Антін Крушельницький,Крушельницький Антін Володиславович,1878.0,1937.0,Łańcut,Ланьцут,Польща,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D1%88%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D1%82%D1%96%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,PL,M,,
Анна Хома,Анна Хома,1976.0,,Московська область,Центральний федеральний округ,Росія,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%BD%D0%B0_%D0%A5%D0%BE%D0%BC%D0%B0,RU,F,,
Юрій Ключковський,Ключковський Юрій Богданович,1949.0,,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D1%8E%D1%87%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%AE%D1%80%D1%96%D0%B9_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Наталена Королева,Королева Наталена Андріанівна,1888.0,1966.0,Volcán San Pedro,Калама,Чи́лі,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D0%B5%D0%BD%D0%B0_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,ES,F,,
Софія Парфанович,Парфанович Софія,1898.0,1968.0,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%84%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_%D0%A1%D0%BE%D1%84%D1%96%D1%8F,UK,M,,
Тарас Возняк,Возняк Тарас Степанович,1957.0,,Брошнів,Калуський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%B7%D0%BD%D1%8F%D0%BA_%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,F,,
